Date,Open,High,Low,Close,Volume,Adj Close,sym
2016-04-29,116.82,117.839996,115.839996,117.580002,37140600,117.580002,FB
2016-05-02,117.830002,118.730003,116.57,118.57,28095200,118.57,FB
2016-05-03,117.519997,118.160004,117.019997,117.43,24117500,117.43,FB
2016-05-04,116.610001,118.300003,116.57,118.059998,23448400,118.059998,FB
2016-05-05,118.040001,118.980003,117.25,117.809998,22056700,117.809998,FB
2016-05-06,117.160004,119.639999,117.110001,119.489998,26216200,119.489998,FB
2016-05-09,119.540001,120.279999,118.900002,119.239998,21138100,119.239998,FB
2016-05-10,119.620003,120.5,119.0,120.5,23220000,120.5,FB
2016-05-11,120.410004,121.080002,119.419998,119.519997,22038400,119.519997,FB
2016-05-12,119.980003,120.839996,118.900002,120.279999,22035500,120.279999,FB
2016-05-13,120.379997,120.639999,119.68,119.809998,18124300,119.809998,FB
2016-05-16,119.379997,119.610001,117.349998,118.669998,31247800,118.669998,FB
2016-05-17,118.82,119.010002,117.199997,117.349998,21328600,117.349998,FB
2016-05-18,116.800003,118.269997,116.730003,117.650002,21642300,117.650002,FB
2016-05-19,117.050003,117.489998,115.879997,116.809998,20544100,116.809998,FB
2016-05-20,116.959999,117.989998,116.949997,117.349998,18944800,117.349998,FB
2016-05-23,117.419998,117.599998,115.940002,115.970001,20441000,115.970001,FB
2016-05-24,116.239998,117.730003,116.120003,117.699997,20183600,117.699997,FB
2016-05-25,118.129997,118.669998,117.379997,117.889999,20019800,117.889999,FB
2016-05-26,118.239998,119.760002,117.919998,119.470001,18481300,119.470001,FB
2016-05-27,119.559998,119.849998,119.010002,119.379997,13464400,119.379997,FB
2016-05-31,119.459999,120.099998,118.120003,118.809998,23547600,118.809998,FB
2016-06-01,118.5,119.080002,117.82,118.779999,15029500,118.779999,FB
2016-06-02,118.690002,119.440002,118.220001,118.93,13228300,118.93,FB
2016-06-03,118.980003,118.980003,117.860001,118.470001,14135100,118.470001,FB
2016-06-06,118.620003,119.43,118.360001,118.790001,12744700,118.790001,FB
2016-06-07,119.239998,119.300003,117.669998,117.760002,17103000,117.760002,FB
2016-06-08,117.760002,118.599998,117.269997,118.389999,14505600,118.389999,FB
2016-06-09,118.129997,118.68,117.709999,118.559998,13859200,118.559998,FB
2016-06-10,117.540001,118.110001,116.260002,116.620003,18510800,116.620003,FB
2016-06-13,115.0,115.480003,113.309998,113.949997,31718200,113.949997,FB
2016-06-14,114.07,114.949997,113.580002,114.940002,17618500,114.940002,FB
2016-06-15,115.300003,115.440002,114.07,114.599998,19819400,114.599998,FB
2016-06-16,113.870003,114.5,112.940002,114.389999,19236300,114.389999,FB
2016-06-17,114.419998,114.43,112.559998,113.019997,24644300,113.019997,FB
2016-06-20,113.769997,114.720001,112.75,113.370003,20785400,113.370003,FB
2016-06-21,114.120003,115.209999,113.970001,114.379997,19166300,114.379997,FB
2016-06-22,114.650002,114.739998,113.610001,113.910004,14846300,113.910004,FB
2016-06-23,114.370003,115.089996,113.540001,115.080002,16176900,115.080002,FB
2016-06-24,111.010002,113.68,111.0,112.080002,40643100,112.080002,FB
2016-06-27,111.57,111.57,108.230003,108.970001,36130400,108.970001,FB
2016-06-28,110.629997,112.75,110.550003,112.699997,26813800,112.699997,FB
2016-06-29,113.370003,114.25,113.040001,114.160004,20968300,114.160004,FB
2016-06-30,114.669998,115.18,113.669998,114.279999,23192700,114.279999,FB
2016-07-01,114.199997,115.129997,113.809998,114.190002,14980000,114.190002,FB
2016-07-05,113.940002,114.199997,112.970001,114.199997,14207000,114.199997,FB
