Date,Open,High,Low,Close,Volume,Adj Close,sym
2016-04-29,36.049999,36.130001,35.139999,35.529999,8047600,35.275388,NVDA
2016-05-02,35.869999,36.220001,35.700001,36.0,6401900,35.742021,NVDA
2016-05-03,35.59,35.740002,35.259998,35.57,5600600,35.315102,NVDA
2016-05-04,35.139999,35.169998,34.400002,34.759998,13144100,34.510905,NVDA
2016-05-05,35.049999,35.380001,34.709999,34.970001,6172100,34.719403,NVDA
2016-05-06,34.91,35.419998,34.84,35.330002,4576100,35.076824,NVDA
2016-05-09,35.419998,35.57,34.990002,35.279999,8333400,35.027179,NVDA
2016-05-10,35.5,36.02,35.16,35.959999,6741900,35.702307,NVDA
2016-05-11,36.07,36.459999,35.869999,36.060001,8204400,35.801592,NVDA
2016-05-12,36.32,36.48,34.93,35.57,16763500,35.315102,NVDA
2016-05-13,39.189999,41.0,39.0,40.98,52756400,40.686333,NVDA
2016-05-16,40.669998,42.799999,40.540001,42.189999,24325800,41.887661,NVDA
2016-05-17,42.0,42.580002,41.459999,42.279999,15709800,41.977017,NVDA
2016-05-18,42.0,43.849998,42.0,43.360001,13526800,43.049279,NVDA
2016-05-19,43.189999,43.860001,43.130001,43.549999,9972000,43.237916,NVDA
2016-05-20,43.82,44.509998,43.75,44.330002,9777100,44.012329,NVDA
2016-05-23,44.52,44.689999,44.130001,44.400002,10340900,44.081827,NVDA
2016-05-24,44.419998,45.5,44.299999,45.360001,10394700,45.151897,NVDA
2016-05-25,45.5,45.689999,44.810001,45.169998,11451900,44.962766,NVDA
2016-05-26,45.25,45.98,45.119999,45.650002,7749100,45.440567,NVDA
2016-05-27,45.700001,45.970001,45.549999,45.900002,6931800,45.68942,NVDA
2016-05-31,46.099998,46.82,46.07,46.720001,10313100,46.505658,NVDA
2016-06-01,46.5,47.259998,46.360001,46.810001,9678300,46.595245,NVDA
2016-06-02,47.060001,47.540001,46.599998,47.139999,8230200,46.923729,NVDA
2016-06-03,46.68,46.740002,45.66,46.48,11526900,46.266757,NVDA
2016-06-06,46.599998,46.959999,46.0,46.240002,8062800,46.02786,NVDA
2016-06-07,46.52,46.779999,46.310001,46.330002,4835000,46.117448,NVDA
2016-06-08,46.34,46.509998,45.799999,46.18,5865400,45.968134,NVDA
2016-06-09,46.02,47.450001,45.919998,47.380001,11804200,47.16263,NVDA
2016-06-10,46.82,47.240002,46.139999,46.200001,10000600,45.988043,NVDA
2016-06-13,46.25,47.700001,46.25,46.790001,11889700,46.575336,NVDA
2016-06-14,46.68,47.099998,46.16,46.880001,7458600,46.664924,NVDA
2016-06-15,47.27,47.77,46.75,47.360001,7525900,47.142721,NVDA
2016-06-16,47.009998,47.630001,46.549999,47.549999,6161400,47.331848,NVDA
2016-06-17,47.610001,47.619999,46.529999,46.720001,11775000,46.505658,NVDA
2016-06-20,47.470001,48.169998,47.439999,47.560001,7344200,47.341804,NVDA
2016-06-21,47.759998,47.889999,47.200001,47.27,5312700,47.053134,NVDA
2016-06-22,47.369999,47.68,47.150002,47.23,5065500,47.013316,NVDA
2016-06-23,47.68,48.540001,47.650002,48.490002,7447000,48.267538,NVDA
2016-06-24,46.5,47.360001,45.299999,45.73,25442100,45.520198,NVDA
2016-06-27,45.349998,45.700001,44.57,45.240002,11227200,45.032448,NVDA
2016-06-28,46.099998,46.150002,45.27,45.900002,9548000,45.68942,NVDA
2016-06-29,46.299999,47.009998,46.18,46.650002,7973300,46.435979,NVDA
2016-06-30,46.73,47.299999,46.349998,47.009998,10773500,46.794324,NVDA
2016-07-01,46.75,47.360001,46.5,46.66,5462200,46.445932,NVDA
2016-07-05,46.400002,47.43,46.029999,47.349998,9277100,47.132765,NVDA
2016-07-06,47.02,47.93,46.779999,47.650002,6827600,47.431391,NVDA
2016-07-07,47.970001,49.060001,47.75,48.889999,9885000,48.6657,NVDA
2016-07-08,49.41,51.09,49.220001,50.849998,12048300,50.616707,NVDA
2016-07-11,51.580002,52.400002,51.52,52.02,11219400,51.781342,NVDA
2016-07-12,52.599998,53.279999,51.939999,52.799999,10919000,52.557762,NVDA
2016-07-13,52.900002,53.200001,52.700001,52.779999,8115100,52.537853,NVDA
2016-07-14,53.060001,53.799999,52.619999,53.32,7922300,53.075377,NVDA
2016-07-15,52.639999,52.939999,51.84,52.700001,10715400,52.458222,NVDA
2016-07-18,53.349998,53.43,52.77,52.970001,6324800,52.726984,NVDA
2016-07-19,52.939999,53.73,52.84,53.52,9566300,53.27446,NVDA
2016-07-20,53.700001,54.509998,53.48,54.220001,7411500,53.971249,NVDA
2016-07-21,54.099998,54.27,53.040001,53.220001,9032700,52.975837,NVDA
2016-07-22,53.41,54.669998,53.02,54.669998,7894200,54.419182,NVDA
2016-07-25,55.0,55.810001,54.759998,55.68,7813200,55.42455,NVDA
2016-07-26,56.169998,56.919998,56.09,56.630001,12862700,56.370192,NVDA
2016-07-27,57.119999,57.220001,55.720001,56.060001,11166900,55.802808,NVDA
2016-07-28,56.189999,56.599998,56.009998,56.18,5547900,55.922256,NVDA
2016-07-29,56.389999,57.25,55.380001,57.099998,10239700,56.838033,NVDA
2016-08-01,57.34,57.549999,56.360001,56.73,7528000,56.469732,NVDA
2016-08-02,57.0,57.029999,55.5,56.040001,7068700,55.782899,NVDA
2016-08-03,55.970001,56.299999,55.66,56.189999,7495700,55.932209,NVDA
2016-08-04,56.459999,57.490002,56.349998,57.23,6817800,56.967438,NVDA
2016-08-05,57.889999,58.23,57.610001,58.200001,9289700,57.932989,NVDA
2016-08-08,59.0,59.139999,58.119999,58.740002,7626600,58.470513,NVDA
2016-08-09,59.029999,59.459999,58.740002,58.889999,9308600,58.619822,NVDA
2016-08-10,59.41,59.5,58.32,58.509998,9393500,58.241564,NVDA
2016-08-11,58.82,59.950001,58.700001,59.700001,17026600,59.426107,NVDA
2016-08-12,61.900002,63.380001,60.630001,63.040001,35643600,62.750784,NVDA
2016-08-15,63.110001,63.5,62.130001,62.98,14332600,62.691058,NVDA
2016-08-16,62.889999,62.990002,62.41,62.599998,7191300,62.3128,NVDA
2016-08-17,62.599998,62.740002,60.66,61.150002,14880300,60.869456,NVDA
2016-08-18,61.060001,62.200001,60.82,62.099998,8292100,61.815094,NVDA
2016-08-19,62.07,62.73,61.799999,62.259998,7289000,61.97436,NVDA
2016-08-22,62.450001,62.610001,61.709999,62.52,6118700,62.233169,NVDA
2016-08-23,63.040001,63.32,62.73,62.91,8494100,62.736777,NVDA
